Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:5496lks6V3fh1mZAB6IAap,"Alibi (with Pabllo Vittar & Yseult)","Alibi (with Pabllo Vittar & Yseult)","Sevdaliza;Pabllo Vittar;Yseult",2024-06-28,161655,74,false,312ctbywossydaez37pttmshkwk4,2024-07-29T15:10:16Z,"brazilian pop,funk pop,tecnobrega,french r&b","Twisted Elegance",0.741,0.754,11,-5.412,0,0.0327,0.00526,0.00000821,0.125,0.717,126.98,4
spotify:track:1lYqI9WKBPsL6Hf93yT9bB,"No One Else (feat. Fridayy)","11:11","Chris Brown;Fridayy",2023-11-10,223480,57,false,312ctbywossydaez37pttmshkwk4,2024-07-29T15:11:09Z,"r&b","Chris Brown Entertainment/RCA Records",0.695,0.798,6,-6.231,0,0.0436,0.0552,0.0000102,0.125,0.291,119.977,4
spotify:track:3vKxVl3J8FezNfzhIhGAdM,"Hm Hm hm","Hm Hm hm","Youka",2024-07-05,131764,51,false,312ctbywossydaez37pttmshkwk4,2024-07-29T15:13:52Z,"french r&b,afrobeats,pop urbaine,afrobeat","JAT KISS",0.567,0.637,9,-4.032,0,0.298,0.499,0.0346,0.235,0.882,171.264,3
spotify:track:43qgiVrRWrxv0jhYRsJtm3,"This Is What I Mean","This Is What I Mean","Stormzy;Black Sherif;Amaarae;Ms Banks;STORRY",2022-11-25,325333,51,true,312ctbywossydaez37pttmshkwk4,2024-07-29T15:14:21Z,"grime,uk grime,uk drill,asakaa,ghanaian hip hop,hiplife,afrobeats,afrobeat,afropop,afro adura,afropiano,alté,afro r&b,afroswing","0207 Def Jam",0.688,0.713,1,-6.627,1,0.103,0.0443,0.00049,0.231,0.451,89.89,4
spotify:track:0O4XHiuVt3dBaOzSI49BtF,"Bella","19","MHD;Wizkid",2018-09-19,183745,60,false,312ctbywossydaez37pttmshkwk4,2024-08-05T08:01:31Z,"french rap,pop urbaine,french r&b,afrobeats,afrobeat,afropop,azonto,afroswing,afro r&b,afropiano","Universal Music Division Capitol Music France",0.767,0.639,6,-6.633,0,0.125,0.422,0,0.124,0.653,102.045,4
spotify:track:3WID8m6M9eEQ1w1k486vMc,"1+1","1+1","Naïka",2023-09-01,216844,64,false,312ctbywossydaez37pttmshkwk4,2024-08-05T08:04:12Z,"","Naïka Music",0.718,0.79,1,-5.229,1,0.0857,0.351,0.00222,0.15,0.525,103.057,4
spotify:track:11NwaUSqSYmZrFWo2qO2Ng,"Need It (feat. Masego)","BUBBA","KAYTRANADA;Masego",2019-12-13,137706,55,true,312ctbywossydaez37pttmshkwk4,2024-08-05T08:10:38Z,"","KAYTRANADA/RCA Records",0.74,0.781,1,-7.624,0,0.21,0.173,0,0.0794,0.606,114.98,4
spotify:track:6pEAd0UjznaKABT7WLLvmC,"Drive and Disconnect","Saturn","Nao",2018-10-26,210173,55,false,312ctbywossydaez37pttmshkwk4,2024-08-05T08:12:48Z,"alternative r&b,uk r&b","RCA Records Label",0.818,0.745,7,-8.172,0,0.0898,0.244,0.0588,0.135,0.534,116.011,4
spotify:track:5TfndFjdJY502LOhS4S9wX,"LăVĭNDŭR","TheKAMAUU-CASSETTE: ŭRTH GōLD","KAMAUU",2017-09-12,240856,41,false,312ctbywossydaez37pttmshkwk4,2024-08-05T08:18:42Z,"","Invisible Firm",0.472,0.533,11,-7.033,0,0.032,0.494,0,0.147,0.348,142.104,3
spotify:track:0SFq19lgG4qbQAZaNZ3xhO,"Movement","Wasteland, Baby!","Hozier",2019-03-01,237800,67,false,312ctbywossydaez37pttmshkwk4,2024-08-05T08:40:55Z,"","Universal-Island Records Ltd.",0.381,0.502,1,-5.505,0,0.037,0.16,0.0000698,0.0842,0.148,144.204,4
spotify:track:7Ib4gUHHG0SnLHN90cg3Ey,"Ojapiano","Mr. Versatile","KCee",2024-07-26,168421,44,false,312ctbywossydaez37pttmshkwk4,2024-08-05T08:44:59Z,"afrobeats,azonto,afrobeat,highlife,afropop,amapiano,afropiano,hiplife","Five Star Music, under exclusive license to ONErpm",0.628,0.795,10,-6.27,0,0.0366,0.0444,0.00189,0.582,0.565,114.003,4
spotify:track:3OrjpHjm20zIlU7xhcs4qw,"Science","Love, Damini","Burna Boy",2022-07-07,201793,48,false,312ctbywossydaez37pttmshkwk4,2024-08-05T08:50:05Z,"afrobeats,afrobeat,afropop,afroswing,dancehall,afropiano","Spaceship Entertainment Ltd.",0.874,0.713,6,-5.609,0,0.104,0.0197,0.0189,0.344,0.834,102.042,4
spotify:track:6F70m9aMK4PSJKBfp1H8DZ,"Asibe Happy","Asibe Happy","Kabza De Small;DJ Maphorisa;Ami Faku",2021-11-12,458777,58,false,312ctbywossydaez37pttmshkwk4,2024-08-05T08:50:37Z,"amapiano,private school piano,3 step,gqom,afropiano,afro tech,afro house,afrobeats,bacardi,afro soul,afropop","Piano Hub",0.805,0.626,4,-12.542,0,0.0473,0.0712,0.0793,0.256,0.188,113,4
spotify:track:7Ewd1NIKEKM1VokE0QeraM,"Jealous (feat. Fire Boy)","YBNL MaFia Family","YBNL MaFia Family;Fireboy",2018-12-14,216711,56,true,312ctbywossydaez37pttmshkwk4,2024-08-05T08:57:54Z,"afrobeats,afro adura,afrobeat","YBNL NATION",0.746,0.786,4,-5.67,0,0.0472,0.106,0.000128,0.622,0.282,102.996,4
spotify:track:3qSnj1FzIKMgx6svJO2dgr,"Push Back (Ne-Yo, Bebe Rexha, Stefflon Don)","Push Back (Ne-Yo, Bebe Rexha, Stefflon Don)","Ne-Yo;Bebe Rexha;Stefflon Don",2018-03-30,221278,44,false,312ctbywossydaez37pttmshkwk4,2024-08-05T09:01:17Z,"dancehall","Motown",0.782,0.671,2,-5.127,0,0.0459,0.184,0.00000227,0.125,0.706,106.975,4
spotify:track:09gysnJpfQ3ublBmJDfcEC,"SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy)","SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy)","Amaarae;Kali Uchis;MOLIY",2021-09-16,204763,75,true,312ctbywossydaez37pttmshkwk4,2024-08-05T09:05:08Z,"alté,afrobeats,afro r&b","0207 Def Jam",0.87,0.523,1,-8.052,0,0.0602,0.433,0.0000207,0.113,0.319,110.02,4
spotify:track:7KrlNS2VqiNNJ82RMQdxBn,"I Like Dat","I Like Dat","T-Pain;Kehlani",2021-05-14,242085,60,true,312ctbywossydaez37pttmshkwk4,2024-08-05T12:14:56Z,"","Nappy Boy Entertainment / EMPIRE",0.565,0.491,1,-6.902,1,0.221,0.0049,0,0.137,0.337,175.694,4
spotify:track:1zKete7UUqmFzq2y5e3adT,"Loner (interlude)","Olive Green","RUBII",2023-03-10,86616,53,false,312ctbywossydaez37pttmshkwk4,2024-08-07T05:56:58Z,"","RUBII",0.773,0.211,6,-13.119,1,0.0736,0.327,0.471,0.0925,0.447,133.023,4
spotify:track:33pO82v2czlYe19jpx6ENI,"ANGEL","ANGEL","Toby Mai",2022-08-25,150260,59,true,312ctbywossydaez37pttmshkwk4,2024-08-07T09:19:34Z,"dark r&b","Toby Mai, under exclusive license to Amuseio AB",0.599,0.469,10,-8.826,1,0.0349,0.735,0.0000232,0.153,0.577,86.229,3
spotify:track:0TUR6yCXeddzttZXplNLp4,"nobody","nobody","Toby Mai",2022-11-04,113142,55,false,312ctbywossydaez37pttmshkwk4,2024-08-07T19:57:04Z,"dark r&b","Toby Mai, under exclusive license to Amuseio AB",0.622,0.152,11,-14.603,0,0.0419,0.786,0.0000135,0.107,0.262,105.107,4
spotify:track:62uQynm27mu2GH2RsTUh7v,"Dis-Le Moi","Dis-Le Moi","Calema;Tayc",2024-06-21,200720,48,false,312ctbywossydaez37pttmshkwk4,2024-08-07T23:14:30Z,"kizomba,zouk,french r&b,pop urbaine,afrobeats,afrobeat","Universal Music Division Polydor France",0.496,0.628,5,-7.82,0,0.0912,0.172,0.000141,0.174,0.61,169.797,4
spotify:track:67GD5DfgXGSGfnUaOOjd6u,"advantages","LACUNA in The House Of Mirrors","KAMAUU",2023-04-27,188667,42,false,312ctbywossydaez37pttmshkwk4,2024-08-08T21:48:47Z,"","Atlantic Records",0.488,0.718,5,-5.523,0,0.14,0.22,0,0.155,0.365,173.994,3
spotify:track:0fIFjeeLJjIBliWUCsxyMF,"Teenage Fantasy","Lost & Found","Jorja Smith",2018-06-08,226906,58,false,312ctbywossydaez37pttmshkwk4,2024-08-08T21:54:07Z,"","FAMM",0.583,0.677,4,-10.21,0,0.439,0.47,0.193,0.43,0.495,176.119,4
spotify:track:4w4EJ9EaeogHLLEYlUXFDo,"The Key","For Broken Ears","Tems",2020-09-25,166153,60,false,312ctbywossydaez37pttmshkwk4,2024-08-08T21:59:13Z,"afrobeats,afro r&b,alté,afrobeat","Leading Vibe Ltd",0.539,0.563,8,-8.371,0,0.289,0.276,0,0.131,0.721,103.925,4
spotify:track:0WHWD1OwKWBiESxUEqf8x0,"That's Life","If This Isn’t Nice, I Don’t Know What Is","Still Woozy",2021-08-13,147653,55,false,312ctbywossydaez37pttmshkwk4,2024-08-08T22:06:40Z,"bedroom pop","Still Woozy Productions Inc., under exclusive license to Interscope Records",0.754,0.498,6,-8.741,0,0.087,0.51,0.0321,0.102,0.544,96.11,4
spotify:track:0lO1yt6M1l1OAs80M3vEfM,"King of Everything","Don't Forget About Me, Demos","Dominic Fike",2018-10-16,194360,63,false,312ctbywossydaez37pttmshkwk4,2024-08-08T22:06:52Z,"","Columbia",0.636,0.474,5,-8.096,1,0.077,0.784,0.0613,0.113,0.571,167.064,4
spotify:track:3SAga35lAPYdjj3qyfEsCF,"Feel It (From “Invincible”)","Feel It (From “Invincible”)","d4vd",2024-03-28,157974,77,false,312ctbywossydaez37pttmshkwk4,2024-08-08T22:07:54Z,"","Darkroom/Interscope Records",0.565,0.593,8,-5.864,1,0.0883,0.0288,0,0.215,0.429,120.509,4
spotify:track:7lFcRLIrpzjPd2Ytp13Ml3,"Chachachá - acústico","Chachachá (acústico)","Jósean Log",2016-02-09,208271,55,false,312ctbywossydaez37pttmshkwk4,2024-08-08T22:09:59Z,"mexican indie,latin indie","Jósean Log",0.766,0.33,5,-10.066,1,0.0473,0.904,0.0000252,0.103,0.508,109.788,4
spotify:track:0F6lhEPVEGXAaKAT2oeZ3S,"Rule the World","A Letter from the Universe","Skott",2022-01-21,179684,45,false,312ctbywossydaez37pttmshkwk4,2024-08-08T22:13:19Z,"","Cosmos",0.42,0.234,2,-17.857,0,0.0526,0.952,0.207,0.107,0.232,180.115,4
spotify:track:6FfLg6FFqhCsrFOaHIGkg0,"Honeypie","For Abby","JAWNY",2020-10-27,135581,78,false,312ctbywossydaez37pttmshkwk4,2024-08-23T23:09:32Z,"bedroom pop","Johnny Utah LLC",0.74,0.688,5,-4.361,0,0.0916,0.061,0,0.138,0.935,115.035,4
spotify:track:4Thd49W5VJwtGDm0gNulZR,"BANG BANG","BANG BANG","POODEE",2024-07-11,110619,0,false,312ctbywossydaez37pttmshkwk4,2024-08-31T13:43:05Z,"jersey club","TRIPNASTY Collective",0.854,0.446,1,-13.75,1,0.0791,0.00194,0.866,0.105,0.361,121.453,4
spotify:track:26WpOBpHiIMoBuMEIwtOCH,"Quando a vontade bater (Participação especial de PK Delas)","Quando a vontade bater (Participação especial de PK Delas)","Pk;PK Delas",2019-03-04,166400,67,true,312ctbywossydaez37pttmshkwk4,2024-09-01T20:45:02Z,"brazilian funk,trap funk,brazilian hip hop,funk carioca","WM Brazil",0.621,0.7,8,-5.502,1,0.247,0.539,0,0.152,0.704,149.902,4
spotify:track:6GmyQws2xpUFIN5dXBNTrl,"Dia de Fluxo","Dia de Fluxo","AgroPlay;Ana Castela;LUDMILLA",2023-12-18,133610,59,false,312ctbywossydaez37pttmshkwk4,2024-09-01T20:48:32Z,"agronejo,sertanejo,sertanejo universitário,piseiro,pagode,brazilian pop,funk pop,brazilian funk,pagode baiano,funk carioca","AgroPlay",0.821,0.687,4,-3.515,0,0.0551,0.0916,0.00000314,0.0858,0.869,129.906,4
spotify:track:1gSQpzfCLHngQyW1sJzWRv,"Não Vou Mentir","Não Vou Mentir","Lagum",2018-01-19,187841,58,false,312ctbywossydaez37pttmshkwk4,2024-09-14T18:13:42Z,"new mpb,mpb,brazilian pop","Lagum",0.762,0.424,1,-10.541,0,0.0361,0.138,0.0000188,0.229,0.376,125.952,4
spotify:track:7nSataGo54Le0IfcFQCFLN,"Love Love","Várias Queixas","Gilsons",2019,205984,69,false,312ctbywossydaez37pttmshkwk4,2024-09-14T18:19:02Z,"new mpb,mpb","Xirê",0.699,0.5,10,-8.509,0,0.0726,0.558,0,0.2,0.266,127.015,4
spotify:track:0tsnSrX4XuUMzu0ehBhCFk,"Será","Será","Lagum;IZA",2020-06-19,177299,55,false,312ctbywossydaez37pttmshkwk4,2024-09-16T20:18:47Z,"new mpb,mpb,brazilian pop","Sony Music Entertainment",0.752,0.57,1,-6.398,0,0.0751,0.24,0,0.325,0.519,98.963,4
spotify:track:1lAN9J3iVuLgJIqTjpjM8Y,"Passarinho","Por que não dizer te amo agora?","Gabriel Froede;Carol Biazin",2024-09-05,157317,45,false,312ctbywossydaez37pttmshkwk4,2024-09-16T20:18:53Z,"brazilian bass,electronic,brazilian pop,new mpb","Chango Music / MAI",0.53,0.438,9,-7.725,0,0.0713,0.923,0,0.125,0.532,79.487,4
spotify:track:78wYB2vQHXCGW5UwKlFlob,"real valor","REVERSA [in]ato","Carol Biazin;Marina Sena;Vulgo FK",2023-12-12,220000,61,false,312ctbywossydaez37pttmshkwk4,2024-09-16T20:18:59Z,"brazilian pop,new mpb,brazilian trap,trap funk,trap,brazilian funk,brazilian hip hop","Universal Music Ltda.",0.731,0.478,6,-7.371,0,0.0377,0.265,0,0.0868,0.407,119.934,4
spotify:track:6AOVm8DxKYBtcgo35DOzss,"Um amor puro","Um amor puro","IZA;Maria Gadú",2018-06-28,285000,53,false,312ctbywossydaez37pttmshkwk4,2024-09-16T20:19:04Z,"brazilian pop,mpb,new mpb","WM Brazil",0.688,0.687,0,-4.678,1,0.0602,0.348,0,0.127,0.288,119.88,4
spotify:track:5EVv8M3vhByFLLqT1dkdGd,"Algum Ritmo","Algum Ritmo","Gilsons;Jovem Dionisio",2021-04-09,215383,59,false,312ctbywossydaez37pttmshkwk4,2024-09-16T20:19:12Z,"new mpb,mpb","Xirê",0.767,0.496,4,-7.946,0,0.0347,0.333,0.0694,0.111,0.17,104.003,4
spotify:track:70maGr0lQYDj0tcpcA2ORM,"Te Amar Demais","Te Amar Demais","Sodré",2018-07-10,131970,67,false,312ctbywossydaez37pttmshkwk4,2024-09-16T20:19:29Z,"brazilian funk,brega funk","39D Studios",0.659,0.178,4,-10.287,0,0.0558,0.897,0,0.137,0.553,76.775,4
spotify:track:6OVMkL9uu9yRDNjTbhr6tv,"I told him","Lively Experience","namesbliss;Parkland",2024-05-31,299142,35,false,312ctbywossydaez37pttmshkwk4,2024-11-05T22:35:58Z,"grime,uk grime,jungle,breakcore","Independent",0.479,0.57,5,-12.539,1,0.379,0.55,0,0.149,0.467,88.306,5
spotify:track:7q4rPh4ll69iiuLixACtM9,"It's Cloudy","It's Cloudy","namesbliss;dxvl",2022-06-03,140979,33,false,312ctbywossydaez37pttmshkwk4,2024-11-05T22:46:33Z,"grime,uk grime","Lively",0.62,0.658,1,-8.091,1,0.379,0.111,0,0.106,0.862,142.467,4
spotify:track:0mxTQeU3UIQumFteryJlaK,"Iniesta Flow","Lively Experience","namesbliss;scruz",2024-05-31,139200,48,false,312ctbywossydaez37pttmshkwk4,2024-11-05T22:46:59Z,"grime,uk grime,uk garage,bassline","Independent",0.552,0.575,10,-11.076,0,0.407,0.797,0,0.105,0.442,141.231,4
spotify:track:1C4ndHztUaefeUlbCue2wt,"OLOLUFE","OFA (Oxlade From Africa)","Oxlade;Sarkodie",2024-09-20,140106,55,false,312ctbywossydaez37pttmshkwk4,2025-01-10T17:33:31Z,"afrobeats,afrobeat,afropop,afro r&b,alté,afroswing,afro soul,afropiano,hiplife,ghanaian hip hop,azonto,asakaa,highlife","Troniq Inc",0.782,0.663,10,-6.202,0,0.0575,0.455,0.000573,0.203,0.775,96.97,4
spotify:track:6HpG0WfaT3VUaRmYJSd79Q,"Living Room","Living Room","Ryan Goodrich;ellis's world",2024-11-15,156000,27,false,312ctbywossydaez37pttmshkwk4,2025-01-16T03:25:25Z,"alternative r&b,alternative pop","Sonder House",0.751,0.394,4,-9.854,0,0.0512,0.335,0.028,0.114,0.513,133.854,4
spotify:track:7lAX09bZxevndfcQAR4ZFN,"Arcane","Arcane","Dante Swan",2024-12-20,137622,37,false,312ctbywossydaez37pttmshkwk4,2025-01-16T03:25:55Z,"","Isekai Records",0.686,0.348,9,-6.547,1,0.0321,0.000253,0.662,0.11,0.307,143.034,4
spotify:track:79AOO7PFpynRbOtknq7XWT,"Alienz vs Monsterz","For 6ix Diff 2 (Squidrage Edition)","TellaX",2024-07-12,113529,40,true,312ctbywossydaez37pttmshkwk4,2025-01-16T03:26:24Z,"freestyle","Squid industries by T.A",0.743,0.749,1,-3.58,1,0.369,0.0301,0.00000209,0.285,0.616,127.616,5
spotify:track:5ka2ajep9OAvU5Sgduhiex,"Applause","ARTPOP","Lady Gaga",2013-11-11,212333,78,false,312ctbywossydaez37pttmshkwk4,2025-01-16T15:25:36Z,"art pop,pop","Interscope",0.668,0.78,7,-4.287,0,0.053,0.0265,0.00000163,0.143,0.738,139.945,4
spotify:track:70kdJnm1X6eEM8DbWa8Mnc,"YOU'RE THE ONE","99.9%","KAYTRANADA;Syd",2016-05-06,227706,69,false,312ctbywossydaez37pttmshkwk4,2025-01-24T05:21:30Z,"alternative r&b","XL Recordings",0.824,0.396,2,-9.663,1,0.332,0.0323,0.00286,0.108,0.253,118.048,4
spotify:track:7ms6jXUWNRbmZzTBlJwZef,"Art Of Getting By","Change & Remain","RUBII",2024-07-31,188372,48,false,312ctbywossydaez37pttmshkwk4,2025-01-24T05:21:50Z,"","RUBII",0.354,0.446,6,-13.123,0,0.0478,0.774,0.255,0.097,0.485,142.942,4
spotify:track:1xq5og7HPgvbujGR9NR1V6,"NO SIR","NO SIR","Sarkodie",2024-12-11,141428,0,true,312ctbywossydaez37pttmshkwk4,2025-01-24T05:22:08Z,"hiplife,ghanaian hip hop,azonto,afrobeats,asakaa,afrobeat,highlife,afropop","Ziiki Media",0.797,0.572,6,-8.698,0,0.103,0.47,0.00694,0.0751,0.79,112.034,4
spotify:track:34dx8DACTJsc3rsJdaEIQw,"Papaoutai","racine carrée","Stromae",2013-01-01,232146,79,false,312ctbywossydaez37pttmshkwk4,2025-02-04T00:22:30Z,"french pop","Universal Music Distributed Labels",0.732,0.809,10,-7.264,0,0.0878,0.0266,0,0.0642,0.253,116.015,4
spotify:track:5utUZ5nv6y6dR8irsnOQEj,"Bloom","Bloom","Aqyila",2024-02-09,175057,58,false,312ctbywossydaez37pttmshkwk4,2025-01-26T10:49:34Z,"","Sony Music Canada",0.325,0.804,10,-4.439,1,0.168,0.573,0.00001,0.281,0.441,157.168,4
spotify:track:4P8dRfSz0LBgyWfjod6v3J,"Shut Up","Gang Signs & Prayer","Stormzy",2017-02-24,179564,63,true,312ctbywossydaez37pttmshkwk4,2025-01-27T02:28:20Z,"grime,uk grime,uk drill","0207 Def Jam",0.469,0.823,4,-3.973,1,0.468,0.811,0,0.598,0.946,74.456,4
spotify:track:0UXC93QrbB1by2v4Fa6ILS,"PHAT","HOW TF IS THIS A MIXTAPE?","DaBaby",2024-09-27,129106,73,true,312ctbywossydaez37pttmshkwk4,2025-01-27T06:42:51Z,"","South Coast Music Group/Interscope Records",0.868,0.647,1,-8.064,1,0.342,0.0454,0,0.194,0.342,144.964,4
spotify:track:2pNjk1fIZTMtj8ry6SdEmB,"Venus","Venus","Faceless;Serøtonin",2024-11-28,139199,69,false,312ctbywossydaez37pttmshkwk4,2025-02-18T13:10:50Z,"afrobeats,afrobeat,afro soul,afro r&b,afropop,afropiano,alté","2024 Faceless/LVRN Records (Love Renaissance)",0.597,0.591,2,-8.161,0,0.182,0.627,0.191,0.19,0.84,200.008,4
spotify:track:7Ez1p7fKxXISiD4bEwo57E,"What If? (Mngani)","Lord Faku - The Life Of A Dyan","Yanga Chief",2025-02-21,185813,50,true,312ctbywossydaez37pttmshkwk4,2025-03-22T08:43:05Z,"","YOUNG LEGEND MUSIC",0.549,0.59,8,-11.241,1,0.409,0.246,0,0.301,0.617,86.743,5
spotify:track:2zbq6eS68i4NIJWekIuW1s,"Marilag","Marilag","Dionela",2024-11-08,157692,74,false,312ctbywossydaez37pttmshkwk4,2025-04-15T15:16:14Z,"opm,pinoy r&b,p-pop,harana,pinoy hip hop","Universal Music Philippines Inc.",0.639,0.583,1,-9.346,1,0.209,0.472,0.00000414,0.101,0.907,155.92,4
spotify:track:0fK7ie6XwGxQTIkpFoWkd1,"like JENNIE","Ruby","JENNIE",2025-03-07,123517,88,true,312ctbywossydaez37pttmshkwk4,2025-04-27T16:31:57Z,"k-pop","OA Entertainment/Columbia",0.811,0.743,10,-5.321,0,0.0611,0.281,0.00671,0.0868,0.815,130.019,4
spotify:track:3fGdbjANHhuAhNo0f4POgw,"Slow (feat. Anaïs Cardot)","Morayo","Wizkid;Anaïs Cardot",2024-11-22,205373,63,false,312ctbywossydaez37pttmshkwk4,2025-05-09T21:43:43Z,"afrobeats,afrobeat,afropop,azonto,afroswing,afro r&b,afropiano,french r&b,alté","Starboy/RCA Records",0.511,0.38,9,-11.058,0,0.359,0.606,0.00432,0.129,0.645,88.993,4
spotify:track:3414vfp4uaJNFqFFj9sUvz,"'Bout It","JMSN","JMSN",2014-12-09,394400,70,false,312ctbywossydaez37pttmshkwk4,2025-05-12T23:14:24Z,"","JMSN",0.604,0.317,11,-11.053,0,0.0316,0.274,0.138,0.13,0.0874,109.993,4
spotify:track:6Fvy46BVO9hksAE82ncSCg,"Friday Night","Friday Night (live)","orbit",2023-06-23,229253,0,false,312ctbywossydaez37pttmshkwk4,2025-05-17T23:10:11Z,"stutter house","orbit",0.632,0.608,5,-13.857,1,0.0509,0.601,0.908,0.0985,0.236,133.951,4
spotify:track:4BLMoyEr9bR8RxnyCSCcEx,"sore loser - Acoustic","sore loser (Acoustic)","SOLOMON",2023-04-28,131253,44,false,312ctbywossydaez37pttmshkwk4,2025-05-17T23:15:58Z,"","Parlophone UK",0.802,0.209,2,-13.605,0,0.188,0.909,0.0000339,0.12,0.67,110.994,4
spotify:track:4OQFHjQA3gzS3LiGjSALmT,"Aki Sioni","Aki Sioni","Njerae",2024-09-27,183031,37,false,312ctbywossydaez37pttmshkwk4,2025-05-21T03:20:59Z,"afro r&b,afro soul,gengetone,rumba congolaise","Universal Music Kenya Limited Distributed Labels",0.668,0.614,7,-9.383,0,0.0753,0.644,0.00000129,0.0773,0.266,173.928,4
spotify:track:4Kz4RdRCceaA9VgTqBhBfa,"The Motto","Take Care (Deluxe)","Drake;Lil Wayne",2011-11-15,181573,75,true,312ctbywossydaez37pttmshkwk4,2025-08-18T15:55:47Z,"rap,hip hop","Cash Money Records/Young Money Ent./Universal Rec.",0.766,0.442,1,-8.558,1,0.356,0.000107,0.0000612,0.111,0.39,201.8,4
spotify:track:3ZEno9fORwMA1HPecdLi0R,"HAPPY","HOPE","NF",2023-04-07,242691,74,false,312ctbywossydaez37pttmshkwk4,2025-09-23T22:49:22Z,"christian hip hop","NF Real Music II",0.732,0.855,7,-4.064,1,0.0415,0.306,0,0.12,0.221,106.004,4
spotify:track:44ku8gJwIsf6Qz0OLqVOYK,"Beautiful Girls - Republic Mix","The 4th Republic","Prince Kaybee;Presss",2021-03-05,250452,51,false,312ctbywossydaez37pttmshkwk4,2025-10-02T22:55:22Z,"gqom,3 step,afro tech,amapiano,afro house,afro soul,private school piano,house,afropop,afro r&b","Universal Music (Pty) Ltd.",0.845,0.46,4,-12.617,0,0.116,0.0234,0.00148,0.0612,0.39,124.094,4
spotify:track:1o40BKnO6xqV1ul2YUOWeF,"Demons","Demons","Zlatan;Qing Madi",2025-10-02,214187,43,true,312ctbywossydaez37pttmshkwk4,2025-10-03T20:58:52Z,"afro adura,afrobeats,afrobeat,afropop,afropiano,azonto,afro r&b,afro soul,alté","Zanku Records, under exclusive license to ONErpm",0.556,0.636,10,-5.086,0,0.217,0.61,0,0.0829,0.352,159.958,4
spotify:track:6kLZ1DzSxBkNVvdQm6CX0N,"Tell Me","Disturbing Tha Peace Presents Bobby Valentino","Bobby V.",2005-01-01,260066,64,false,312ctbywossydaez37pttmshkwk4,2025-10-04T23:54:17Z,"r&b","Disturbing Tha Peace Recordings, Inc.",0.652,0.798,4,-5.303,0,0.0512,0.44,0.00233,0.298,0.531,95.038,4
spotify:track:1EoHEkVcysf4WVDx6r9WzQ,"Over","Thank Me Later (Int'l Version)","Drake",2010-01-01,233560,64,true,312ctbywossydaez37pttmshkwk4,2025-10-05T23:34:19Z,"rap","Cash Money Records/Young Money Ent./Universal Rec.",0.325,0.848,7,-5.611,1,0.279,0.0109,0,0.124,0.433,100.093,5
spotify:track:3rl0m4eV5brBp1ER1uHUhN,"Pluto (Remember You)","The 4th Tick - A Clockumentary","DJ Clock;Beatenberg",2013-01-01,366000,53,false,312ctbywossydaez37pttmshkwk4,2025-11-10T17:02:31Z,"gqom,3 step,afro tech,amapiano,afro house","Universal Music (Pty) Ltd.",0.738,0.714,0,-11.367,1,0.0492,0.00454,0.821,0.111,0.569,126.012,4
spotify:track:2EEeOnHehOozLq4aS0n6SL,"iSpy (feat. Lil Yachty)","iSpy (feat. Lil Yachty)","KYLE;Lil Yachty",2016-12-02,253106,69,true,312ctbywossydaez37pttmshkwk4,2025-11-13T06:45:26Z,"","independently popular.",0.746,0.653,7,-6.745,1,0.289,0.378,0,0.229,0.672,75.016,4
spotify:track:6kwAbEjseqBob48jCus7Sz,"Elastic Heart","1000 Forms Of Fear","Sia",2014-07-04,257200,79,false,312ctbywossydaez37pttmshkwk4,2025-11-30T16:57:40Z,"","Monkey Puzzle Records/RCA Records",0.421,0.791,9,-4.998,1,0.0496,0.0117,0.0000148,0.146,0.499,130.075,4
spotify:track:6491IiPC0Xu2Tng8DgQPhq,"End of Beginning","End of Beginning - Remixed","Djo",2024-07-26,159245,68,false,312ctbywossydaez37pttmshkwk4,2025-12-11T20:10:00Z,"","Djo Music",0.689,0.454,2,-7.643,1,0.0584,0.0351,0.00259,0.0707,0.912,159.982,4
spotify:track:2xVyfHsYSEz0IcE3G9czCS,"Papaoutai - Afro Soul","Papaoutai (Afro Soul)","Chill77",2025-12-21,279962,52,false,312ctbywossydaez37pttmshkwk4,2026-01-01T23:09:43Z,"afro soul","Unjaps AB",0.631,0.479,8,-12.216,0,0.0462,0.504,0.00313,0.108,0.471,101.57,4
spotify:track:75lRRdjplzfpmBjNzMPyjR,"Bump, Bump, Bump (feat. P. Diddy)","Pandemonium!","B2K;Diddy",2003-03-06,282773,66,false,312ctbywossydaez37pttmshkwk4,2026-01-20T00:21:48Z,"hip hop,east coast hip hop","Epic",0.835,0.68,1,-6.02,0,0.21,0.1,0,0.049,0.889,95.508,4
spotify:track:0JYhsvRtU9Hq4p7SWzVJUB,"Still Indecisive","Still Indecisive","Kidwild",2026-01-15,162162,54,true,312ctbywossydaez37pttmshkwk4,2026-01-30T19:07:31Z,"uk drill","Kidwild",0.7,0.772,7,-7.172,0,0.278,0.149,0.00000259,0.0985,0.22,148.054,4
